price,brand,model,year,title_status,mileage,color,state
2300,chevrolet,door,2011,salvage insurance,88287,white,arkansas
4310,chevrolet,door,2011,clean vehicle,105486,black,florida
26012,ford,door,2017,clean vehicle,19850,black,michigan
75,ford,door,2014,salvage insurance,116535,silver,oklahoma
48500,gmc,1500,2019,clean vehicle,15777,black,pennsylvania
3330,gmc,mpv,2009,clean vehicle,87448,white,utah
11200,jeep,mpv,2019,clean vehicle,8395,yellow,michigan
4730,hyundai,mpv,2019,clean vehicle,30121,red,ohio
24900,mercedes-benz,glc,2018,clean vehicle,33687,white,california
29400,mercedes-benz,e-class,2017,clean vehicle,37561,blue,florida
8350,nissan,cab,2018,clean vehicle,32256,gray,california
475,peterbilt,truck,2012,salvage insurance,902041,gold,florida
3210,nissan,doors,2017,clean vehicle,25255,black,new jersey
25,chevrolet,van,2006,salvage insurance,165327,white,arkansas
4200,chevrolet,cutaway,2006,clean vehicle,118009,white,wisconsin
8430,chevrolet,utility,2011,clean vehicle,114547,black,florida
25503,ford,f-150,2017,clean vehicle,18647,black,michigan
0,ford,pickup,1996,salvage insurance,252588,red,oklahoma
26000,gmc,limited,2019,clean vehicle,16669,black,pennsylvania
3900,honda,doors,2017,clean vehicle,47970,blue,virginia
11200,jeep,mpv,2019,clean vehicle,12905,gray,michigan
8610,jeep,mpv,2019,clean vehicle,22123,silver,ohio
28000,mercedes-benz,gle,2018,clean vehicle,40780,white,california
84900,mercedes-benz,sl-class,2017,clean vehicle,25302,silver,florida
10840,lexus,mpv,2017,clean vehicle,36596,black,california
100,peterbilt,truck,2012,salvage insurance,0,blue,florida
11050,ram,door,2017,clean vehicle,30421,white,new jersey
0,chevrolet,door,2012,salvage insurance,134938,orange,oklahoma
1000,chevrolet,door,2005,clean vehicle,135675,gray,wisconsin
3570,dodge,door,2015,clean vehicle,17355,black,georgia
25001,ford,door,2017,clean vehicle,27773,gray,michigan
0,ford,door,2010,salvage insurance,86841,silver,oklahoma
5630,gmc,mpv,2017,clean vehicle,58366,black,virginia
11100,jeep,mpv,2019,clean vehicle,11229,white,michigan
4650,hyundai,mpv,2019,clean vehicle,27492,white,ohio
0,lincoln,door,2005,salvage insurance,89705,green,minnesota
3820,nissan,mpv,2016,clean vehicle,41654,blue,california
0,peterbilt,truck,2009,salvage insurance,982486,blue,florida
2900,nissan,doors,2017,clean vehicle,31954,gray,new jersey
50,chevrolet,door,2008,salvage insurance,172102,blue,texas
5100,chevrolet,pickup,2004,clean vehicle,173321,gray,wisconsin
4700,dodge,door,2015,clean vehicle,93423,red,georgia
29502,ford,f-150,2017,clean vehicle,14053,red,michigan
0,ford,door,2008,salvage insurance,145483,red,oklahoma
6160,honda,door,2017,clean vehicle,25956,white,virginia
10910,jeep,mpv,2019,clean vehicle,12253,red,michigan
3440,hyundai,doors,2019,clean vehicle,34895,gray,ohio
16000,mazda,cx-3,2016,clean vehicle,47753,gray,florida
3810,kia,door,2016,clean vehicle,39408,black,california
1025,peterbilt,truck,2010,salvage insurance,1017936,color:,georgia
3020,nissan,doors,2017,clean vehicle,33599,white,new jersey
0,chevrolet,door,2003,salvage insurance,194673,gray,texas
2000,chevrolet,pickup,2003,clean vehicle,507985,red,wisconsin
3870,ford,door,2010,clean vehicle,185983,white,florida
24811,ford,door,2017,clean vehicle,28464,red,michigan
75,ford,door,2007,salvage insurance,154989,blue,oklahoma
5420,honda,doors,2017,clean vehicle,16702,black,virginia
11100,jeep,mpv,2019,clean vehicle,11449,yellow,michigan
4750,hyundai,mpv,2019,clean vehicle,25847,gray,ohio
17900,mercedes-benz,door,2015,clean vehicle,49772,gray,florida
3800,nissan,door,2015,clean vehicle,83915,black,california
3160,nissan,doors,2017,clean vehicle,40306,silver,new jersey
25,chevrolet,pickup,2010,salvage insurance,149189,white,colorado
1200,chevrolet,door,2001,clean vehicle,149543,red,wisconsin
6470,chevrolet,coupe,2010,clean vehicle,69622,yellow,florida
26400,ford,door,2017,clean vehicle,36295,red,michigan
0,gmc,door,1993,salvage insurance,0,light blue,colorado
32500,gmc,2500hd,2018,clean vehicle,14856,blue,pennsylvania
6900,honda,mpv,2017,clean vehicle,44129,brown,minnesota
11030,jeep,mpv,2019,clean vehicle,10861,yellow,michigan
3460,hyundai,door,2012,clean vehicle,142106,white,mississippi
18000,mercedes-benz,door,2015,clean vehicle,82411,black,florida
3250,hyundai,door,2015,clean vehicle,111612,gray,california
3210,nissan,doors,2017,clean vehicle,35251,gray,new jersey
13200,chevrolet,door,2017,clean vehicle,50408,black,pennsylvania
27705,ford,f-150,2019,clean vehicle,15630,gray,michigan
7200,chevrolet,door,2017,clean vehicle,53273,black,pennsylvania
28714,ford,f-150,2019,clean vehicle,14786,white,michigan
11200,chevrolet,door,2017,clean vehicle,85315,white,pennsylvania
27502,ford,f-150,2019,clean vehicle,16146,gray,michigan
11900,chevrolet,door,2017,clean vehicle,76211,blue,pennsylvania
29314,ford,f-150,2019,clean vehicle,15265,gray,michigan
11200,chevrolet,door,2017,clean vehicle,79965,silver,pennsylvania
27002,ford,f-150,2019,clean vehicle,16059,gray,michigan
13200,chevrolet,door,2017,clean vehicle,62739,black,pennsylvania
28214,ford,f-150,2019,clean vehicle,15569,white,michigan
12700,chevrolet,door,2017,clean vehicle,58932,black,pennsylvania
29900,ford,f-150,2019,clean vehicle,17488,white,michigan
12700,chevrolet,door,2017,clean vehicle,60733,black,pennsylvania
27202,ford,f-150,2019,clean vehicle,18550,red,michigan
13500,chevrolet,impala,2018,clean vehicle,53194,white,new jersey
27705,ford,f-150,2019,clean vehicle,17644,silver,michigan
14700,chevrolet,van,2016,clean vehicle,34454,white,pennsylvania
29900,ford,f-150,2019,clean vehicle,17684,white,michigan
4500,chevrolet,door,2015,clean vehicle,83279,gray,pennsylvania
27705,ford,f-150,2019,clean vehicle,16600,silver,michigan
8000,chevrolet,door,2015,clean vehicle,107971,gray,pennsylvania
25511,ford,f-150,2019,clean vehicle,17801,silver,michigan
7700,chevrolet,colorado,2015,clean vehicle,94150,white,pennsylvania
29900,ford,f-150,2019,clean vehicle,17159,silver,michigan
7200,chevrolet,van,2015,clean vehicle,80711,white,pennsylvania
27502,ford,f-150,2019,clean vehicle,17983,red,michigan
4500,chevrolet,door,2013,clean vehicle,119981,white,pennsylvania
27402,ford,f-150,2019,clean vehicle,17851,white,michigan
1500,chevrolet,sonic,2013,clean vehicle,66079,black,pennsylvania
26602,ford,f-150,2019,clean vehicle,18174,white,michigan
10200,chevrolet,sonic,2019,clean vehicle,7654,black,illinois
29900,ford,f-150,2019,clean vehicle,18759,black,michigan
14000,chevrolet,colorado,2019,clean vehicle,11564,white,illinois
28500,ford,f-150,2019,clean vehicle,18901,silver,michigan
8000,chevrolet,door,2016,clean vehicle,86541,black,florida
29809,ford,f-150,2019,clean vehicle,21157,silver,michigan
36900,chevrolet,corvette,2015,clean vehicle,29937,black,florida
26902,ford,f-150,2019,clean vehicle,23964,white,michigan
10950,chevrolet,door,2015,clean vehicle,58504,red,florida
27402,ford,f-150,2019,clean vehicle,20154,white,michigan
16900,acura,mdx,2014,clean vehicle,63500,silver,florida
25600,ford,f-150,2019,clean vehicle,23294,silver,michigan
29700,bmw,series,2016,clean vehicle,24293,no_color,texas
27702,ford,f-150,2019,clean vehicle,20343,red,michigan
13500,buick,encore,2016,clean vehicle,19655,red,texas
27102,ford,f-150,2019,clean vehicle,19100,white,michigan
27102,ford,f-150,2019,clean vehicle,20014,white,michigan
25811,ford,f-150,2019,clean vehicle,21774,black,michigan
26602,ford,f-150,2019,clean vehicle,21201,white,michigan
27102,ford,f-150,2019,clean vehicle,21766,white,michigan
37500,buick,enclave,2019,clean vehicle,12406,gray,wisconsin
26211,ford,flex,2019,clean vehicle,17977,blue,michigan
24205,ford,flex,2019,clean vehicle,22805,silver,michigan
37500,cadillac,xt5,2019,clean vehicle,16013,black,wisconsin
27111,ford,flex,2019,clean vehicle,14382,black,michigan
27411,ford,flex,2019,clean vehicle,9660,black,michigan
27302,ford,flex,2019,clean vehicle,18969,black,michigan
27202,ford,f-150,2019,clean vehicle,24730,gray,michigan
26311,ford,flex,2019,clean vehicle,15847,red,michigan
26602,ford,f-150,2019,clean vehicle,25009,white,michigan
33500,bmw,series,2017,clean vehicle,22115,blue,wisconsin
27511,ford,flex,2019,clean vehicle,11836,white,michigan
21500,buick,door,2017,clean vehicle,23765,red,wisconsin
27200,ford,f-150,2019,clean vehicle,25508,silver,michigan
26511,ford,flex,2019,clean vehicle,18196,red,michigan
24002,ford,flex,2019,clean vehicle,16106,gray,michigan
21500,buick,door,2017,clean vehicle,14907,silver,wisconsin
18511,ford,fusion,2019,clean vehicle,12735,gray,michigan
14000,kia,sorento,2017,clean vehicle,53424,black,connecticut
29000,buick,door,2017,clean vehicle,17940,green,illinois
23402,ford,flex,2019,clean vehicle,17417,gray,michigan
13300,kia,door,2017,clean vehicle,37125,no_color,connecticut
19700,bmw,x3,2017,clean vehicle,61428,black,wisconsin
23211,ford,flex,2019,clean vehicle,17025,black,michigan
15500,kia,sorento,2017,clean vehicle,37668,red,connecticut
18111,ford,fusion,2019,clean vehicle,15805,black,michigan
21500,kia,sorento,2017,clean vehicle,43761,gray,connecticut
25511,ford,mustang,2019,clean vehicle,11342,gray,michigan
17700,chevrolet,equinox,2017,clean vehicle,35664,blue,wisconsin
28000,chevrolet,cutaway,2017,clean vehicle,12780,white,illinois
14000,chevrolet,door,2017,clean vehicle,38458,blue,wisconsin
21700,chevrolet,door,2017,clean vehicle,34420,silver,wisconsin
13500,chevrolet,door,2017,clean vehicle,46497,white,wisconsin
35500,chevrolet,1500,2017,clean vehicle,21268,no_color,wisconsin
29500,chevrolet,1500,2017,clean vehicle,31029,red,wisconsin
25300,chevrolet,1500,2017,clean vehicle,40878,no_color,wisconsin
21500,chevrolet,1500,2016,clean vehicle,20270,silver,new jersey
25900,chevrolet,door,2016,clean vehicle,32984,blue,wisconsin
35300,chevrolet,door,2016,clean vehicle,75506,black,wisconsin
13500,chevrolet,door,2016,clean vehicle,39951,red,wisconsin
62000,chevrolet,corvette,2016,clean vehicle,19403,white,illinois
46000,chevrolet,corvette,2016,clean vehicle,4445,black,illinois
9000,chevrolet,malibu,2016,clean vehicle,67527,gray,wisconsin
25900,chevrolet,door,2016,clean vehicle,33588,white,wisconsin
25800,chevrolet,door,2016,clean vehicle,10103,no_color,wisconsin
17000,chevrolet,door,2016,clean vehicle,26474,gray,wisconsin
12800,chevrolet,door,2016,clean vehicle,40253,white,wisconsin
47400,chevrolet,3500,2016,clean vehicle,39624,red,wisconsin
24400,chevrolet,door,2016,clean vehicle,48705,gray,wisconsin
17100,chevrolet,trax,2016,clean vehicle,19659,white,wisconsin
7400,chevrolet,door,2015,clean vehicle,91299,no_color,wisconsin
33100,chevrolet,door,2015,clean vehicle,81614,gold,wisconsin
22000,chevrolet,trax,2020,clean vehicle,179,gray,california
35000,chevrolet,1500,2019,clean vehicle,5523,no_color,california
16500,chevrolet,equinox,2019,clean vehicle,29841,silver,california
35300,chevrolet,1500,2019,clean vehicle,8516,silver,california
26900,chevrolet,traverse,2018,clean vehicle,42941,black,missouri
11600,chevrolet,trax,2017,clean vehicle,27498,black,california
28100,chevrolet,1500,2017,clean vehicle,31141,silver,california
27700,chevrolet,1500,2017,clean vehicle,20784,white,california
17700,chevrolet,passenger,2017,clean vehicle,52667,white,california
16600,chevrolet,volt,2017,clean vehicle,26003,no_color,california
63200,chevrolet,corvette,2016,clean vehicle,4266,red,california
36800,chevrolet,door,2015,clean vehicle,32332,white,california
19500,chevrolet,passenger,2018,clean vehicle,44333,white,texas
38800,chevrolet,tahoe,2019,clean vehicle,36198,blue,oklahoma
37500,chevrolet,tahoe,2019,clean vehicle,33331,silver,oklahoma
35000,chevrolet,suburban,2019,clean vehicle,43082,gray,oklahoma
31100,chevrolet,camaro,2019,clean vehicle,24561,gray,oklahoma
22600,chevrolet,van,2019,clean vehicle,13485,white,oklahoma
22400,chevrolet,van,2019,clean vehicle,15524,white,oklahoma
22700,chevrolet,van,2019,clean vehicle,8996,white,oklahoma
13700,chevrolet,malibu,2019,clean vehicle,47282,silver,oklahoma
37100,chevrolet,suburban,2019,clean vehicle,34470,black,oklahoma
18500,chevrolet,colorado,2018,clean vehicle,87264,green,oregon
18300,chevrolet,2500,2017,clean vehicle,114344,white,oregon
19000,chevrolet,2500,2017,clean vehicle,111635,white,oregon
18500,chevrolet,1500,2017,clean vehicle,103955,white,oregon
22500,chevrolet,door,2016,clean vehicle,66640,white,oregon
14500,chevrolet,door,2014,clean vehicle,122018,white,oregon
32800,chevrolet,tahoe,2018,clean vehicle,46915,gray,oklahoma
12300,chevrolet,malibu,2018,clean vehicle,53599,black,oklahoma
19600,chevrolet,1500,2018,clean vehicle,41672,gray,oklahoma
13600,chevrolet,malibu,2018,clean vehicle,36047,white,oklahoma
7200,chevrolet,spark,2018,clean vehicle,42561,red,oklahoma
19900,chevrolet,1500,2018,clean vehicle,40345,white,oklahoma
13000,chevrolet,malibu,2018,clean vehicle,41751,gray,oklahoma
19700,chevrolet,door,2016,clean vehicle,27593,white,oklahoma
9400,chevrolet,door,2017,clean vehicle,24009,blue,oklahoma
23800,chevrolet,1500,2017,clean vehicle,85697,white,oklahoma
17700,chevrolet,equinox,2019,clean vehicle,25223,white,new york
17000,chevrolet,door,2015,clean vehicle,27927,white,oklahoma
14000,chevrolet,door,2014,clean vehicle,135127,red,florida
32100,chevrolet,2500,2018,clean vehicle,55532,white,pennsylvania
33100,chevrolet,2500,2019,clean vehicle,72172,white,pennsylvania
31600,chevrolet,2500,2018,clean vehicle,57751,white,pennsylvania
5100,chevrolet,door,2013,clean vehicle,96314,gray,pennsylvania
4100,chevrolet,door,2013,clean vehicle,89152,blue,pennsylvania
7200,chevrolet,door,2014,clean vehicle,114660,silver,texas
12800,chevrolet,1500,2014,clean vehicle,177322,white,texas
46800,chevrolet,1500,2019,clean vehicle,36423,gray,nebraska
21800,chevrolet,van,2019,clean vehicle,23759,white,missouri
3000,chevrolet,door,2013,clean vehicle,120667,gray,texas
22500,chevrolet,colorado,2017,clean vehicle,65344,red,indiana
35300,chevrolet,suburban,2018,clean vehicle,51347,black,missouri
16500,chevrolet,volt,2017,clean vehicle,52322,black,oklahoma
33000,chevrolet,door,2017,clean vehicle,67620,black,missouri
31500,chevrolet,1500,2017,clean vehicle,59965,black,missouri
34500,chevrolet,1500,2017,clean vehicle,28739,silver,missouri
8000,chevrolet,trax,2016,clean vehicle,77429,silver,west virginia
25000,chevrolet,1500,2017,clean vehicle,20847,white,west virginia
10700,chevrolet,trax,2016,clean vehicle,44280,red,west virginia
13400,chevrolet,door,2016,clean vehicle,86031,silver,west virginia
16500,chevrolet,equinox,2019,clean vehicle,7622,gold,west virginia
34000,chevrolet,traverse,2019,clean vehicle,8067,white,west virginia
14100,chevrolet,trax,2018,clean vehicle,16502,white,west virginia
38600,chevrolet,1500,2019,clean vehicle,20681,black,west virginia
9100,chevrolet,door,2016,clean vehicle,54655,blue,missouri
8600,chevrolet,door,2016,clean vehicle,57825,blue,missouri
22000,chevrolet,door,2016,clean vehicle,58856,white,oklahoma
8900,chevrolet,colorado,2015,clean vehicle,85072,white,west virginia
15500,chevrolet,door,2015,clean vehicle,79506,red,west virginia
3300,chevrolet,door,2015,clean vehicle,85301,silver,west virginia
29000,chevrolet,1500,2015,clean vehicle,69377,brown,missouri
17300,chevrolet,equinox,2020,clean vehicle,15577,black,nevada
30500,chevrolet,traverse,2020,clean vehicle,23470,silver,nevada
25000,chevrolet,impala,2020,clean vehicle,18715,silver,nevada
2800,chevrolet,cruze,2012,clean vehicle,61258,white,illinois
3300,chevrolet,door,2012,clean vehicle,131791,no_color,illinois
36400,chevrolet,suburban,2019,clean vehicle,35705,silver,nevada
34800,chevrolet,suburban,2019,clean vehicle,48982,silver,nevada
20700,chevrolet,ld,2019,clean vehicle,33745,white,nevada
32200,chevrolet,suburban,2019,clean vehicle,42267,silver,nevada
35300,chevrolet,tahoe,2019,clean vehicle,46863,black,nevada
33500,chevrolet,suburban,2019,clean vehicle,36443,white,nevada
13700,chevrolet,impala,2019,clean vehicle,14939,blue,nevada
15900,chevrolet,malibu,2019,clean vehicle,22026,black,nevada
33200,chevrolet,suburban,2019,clean vehicle,38278,black,nevada
35500,chevrolet,suburban,2019,clean vehicle,46149,silver,nevada
29800,chevrolet,suburban,2018,clean vehicle,48427,silver,nevada
29800,chevrolet,suburban,2018,clean vehicle,48807,gray,nevada
29500,chevrolet,suburban,2018,clean vehicle,52618,silver,nevada
30300,chevrolet,suburban,2018,clean vehicle,46494,white,nevada
24300,chevrolet,1500,2018,clean vehicle,56296,black,new york
29800,chevrolet,suburban,2017,clean vehicle,33909,silver,nevada
29800,chevrolet,suburban,2017,clean vehicle,33028,white,nevada
27500,chevrolet,camaro,2016,clean vehicle,44653,white,nevada
10800,chevrolet,door,2017,clean vehicle,80516,gray,new jersey
11500,chevrolet,van,2017,clean vehicle,105151,white,new jersey
10400,chevrolet,van,2017,clean vehicle,78368,white,new jersey
11400,chevrolet,equinox,2018,clean vehicle,78956,white,florida
11400,chevrolet,equinox,2018,clean vehicle,88564,white,florida
8000,chevrolet,door,2015,clean vehicle,78800,white,nevada
3000,chevrolet,door,2012,clean vehicle,111856,white,california
25000,chevrolet,door,2015,clean vehicle,80946,black,nevada
12300,chevrolet,traverse,2017,clean vehicle,83168,gray,new york
14100,chevrolet,traverse,2017,clean vehicle,58606,white,new york
9000,chevrolet,van,2014,clean vehicle,82020,white,nevada
4200,chevrolet,door,2014,clean vehicle,102500,black,nevada
22500,chevrolet,van,2019,clean vehicle,8150,white,texas
22600,chevrolet,van,2019,clean vehicle,6159,white,texas
22600,chevrolet,van,2019,clean vehicle,5938,white,texas
22500,chevrolet,van,2019,clean vehicle,9019,white,texas
10200,chevrolet,malibu,2018,clean vehicle,45836,white,texas
42700,chevrolet,3500,2016,clean vehicle,60215,white,texas
21200,chevrolet,tahoe,2015,clean vehicle,125507,white,texas
22700,chevrolet,door,2016,clean vehicle,90944,white,texas
22000,chevrolet,tahoe,2015,clean vehicle,82785,gray,texas
9600,chevrolet,1500,2014,clean vehicle,150525,white,texas
10500,chevrolet,door,2013,clean vehicle,112267,silver,texas
6700,chevrolet,door,2013,clean vehicle,139394,white,texas
14200,chevrolet,door,2013,clean vehicle,82543,black,texas
15500,chevrolet,equinox,2019,clean vehicle,13532,white,florida
35100,chevrolet,1500,2018,clean vehicle,14751,blue,kansas
26300,chevrolet,camaro,2018,clean vehicle,11150,gray,kansas
15700,chevrolet,colorado,2016,clean vehicle,91248,white,new jersey
17600,chevrolet,1500,2016,clean vehicle,65336,white,new jersey
18600,chevrolet,1500,2016,clean vehicle,48974,white,new jersey
19100,chevrolet,1500,2016,clean vehicle,40011,white,new jersey
15200,chevrolet,equinox,2019,clean vehicle,37444,black,north carolina
16100,chevrolet,equinox,2019,clean vehicle,43199,white,north carolina
14800,chevrolet,equinox,2019,clean vehicle,43589,charcoal,north carolina
16700,chevrolet,equinox,2019,clean vehicle,32870,charcoal,north carolina
15300,chevrolet,equinox,2019,clean vehicle,38826,charcoal,north carolina
16500,chevrolet,equinox,2019,clean vehicle,33739,charcoal,north carolina
19600,chevrolet,passenger,2019,clean vehicle,35309,white,north carolina
15200,chevrolet,impala,2019,clean vehicle,32248,red,north carolina
15000,chevrolet,impala,2019,clean vehicle,36165,silver,north carolina
15500,chevrolet,impala,2019,clean vehicle,29922,charcoal,north carolina
15700,chevrolet,impala,2019,clean vehicle,26848,silver,north carolina
14800,chevrolet,impala,2019,clean vehicle,41163,charcoal,north carolina
9200,chevrolet,cruze,2017,clean vehicle,32856,red,north carolina
8200,chevrolet,impala,2017,clean vehicle,100315,black,north carolina
11400,chevrolet,door,2013,clean vehicle,91638,silver,new jersey
6500,chevrolet,door,2015,clean vehicle,83173,white,north carolina
11500,chevrolet,door,2014,clean vehicle,94356,gray,north carolina
23800,chevrolet,door,2015,clean vehicle,85792,black,florida
8900,chevrolet,door,2014,clean vehicle,129068,white,florida
28300,chevrolet,ld,2019,clean vehicle,27665,red,indiana
27300,chevrolet,ld,2019,clean vehicle,25427,black,indiana
3500,chevrolet,door,2013,clean vehicle,78198,gray,new jersey
28300,chevrolet,colorado,2020,clean vehicle,13886,silver,indiana
18300,chevrolet,impala,2019,clean vehicle,34538,silver,indiana
22500,dodge,charger,2018,clean vehicle,20575,silver,wisconsin
22500,dodge,charger,2018,clean vehicle,26026,gray,wisconsin
8300,dodge,door,2012,clean vehicle,99015,gray,wisconsin
16500,dodge,caravan,2019,clean vehicle,27327,gray,nebraska
14500,dodge,journey,2019,clean vehicle,30229,silver,nebraska
30000,dodge,charger,2019,clean vehicle,43294,white,ontario
30000,dodge,charger,2019,clean vehicle,54309,orange,ontario
30000,dodge,charger,2019,clean vehicle,52822,white,ontario
30000,dodge,charger,2019,clean vehicle,45554,white,ontario
30000,dodge,charger,2019,clean vehicle,37538,white,ontario
29500,dodge,charger,2019,clean vehicle,35153,red,ontario
21600,dodge,challenger,2019,clean vehicle,23783,white,washington
22600,dodge,charger,2019,clean vehicle,30759,black,washington
16300,dodge,caravan,2019,clean vehicle,38922,gray,washington
8600,dodge,door,2012,clean vehicle,165836,blue,washington
28800,dodge,durango,2019,clean vehicle,19235,no_color,texas
22100,dodge,challenger,2019,clean vehicle,9445,gray,texas
14300,dodge,journey,2018,clean vehicle,19164,gray,north carolina
13700,dodge,caravan,2018,clean vehicle,54106,white,north carolina
29500,dodge,challenger,2017,clean vehicle,32051,no_color,arizona
18500,dodge,journey,2017,clean vehicle,14870,gray,texas
19000,dodge,door,2016,clean vehicle,32294,blue,colorado
43400,dodge,challenger,2015,clean vehicle,7250,white,arizona
46000,dodge,challenger,2015,clean vehicle,10145,no_color,arizona
12500,dodge,journey,2018,clean vehicle,59924,silver,texas
13900,dodge,charger,2017,clean vehicle,21304,black,florida
13000,dodge,caravan,2018,clean vehicle,52079,white,california
13000,dodge,caravan,2018,clean vehicle,54960,white,california
3000,dodge,door,2013,clean vehicle,80099,white,texas
17500,dodge,caravan,2019,clean vehicle,23987,black,florida
7900,dodge,door,2017,clean vehicle,84144,gray,california
8900,dodge,door,2014,clean vehicle,85639,blue,florida
11500,dodge,caravan,2018,clean vehicle,50193,no_color,pennsylvania
6500,dodge,journey,2017,clean vehicle,74392,black,pennsylvania
8000,dodge,door,2017,clean vehicle,76117,black,pennsylvania
18700,dodge,challenger,2018,clean vehicle,36358,gray,new jersey
8350,dodge,journey,2017,clean vehicle,90685,white,florida
27900,dodge,charger,2017,clean vehicle,54141,orange,florida
14500,dodge,door,2016,clean vehicle,82240,white,pennsylvania
6200,dodge,door,2016,clean vehicle,66167,silver,pennsylvania
7500,dodge,door,2012,clean vehicle,144220,gray,pennsylvania
20200,dodge,caravan,2019,clean vehicle,24722,black,illinois
29300,dodge,durango,2019,clean vehicle,41198,silver,illinois
31000,dodge,durango,2019,clean vehicle,26353,black,illinois
32400,dodge,durango,2019,clean vehicle,28280,white,illinois
5800,dodge,door,2012,clean vehicle,130120,white,minnesota
21500,dodge,charger,2019,clean vehicle,15340,black,texas
23100,dodge,charger,2018,clean vehicle,12265,silver,michigan
4500,dodge,van,2014,clean vehicle,94872,gray,texas
24800,dodge,charger,2018,clean vehicle,17946,silver,michigan
23000,dodge,charger,2018,clean vehicle,26996,gray,michigan
26900,dodge,journey,2019,clean vehicle,5775,gray,wisconsin
21500,dodge,challenger,2018,clean vehicle,6748,gray,wisconsin
15700,dodge,journey,2018,clean vehicle,38128,white,wisconsin
15200,dodge,caravan,2018,clean vehicle,41636,silver,wisconsin
23300,dodge,charger,2018,clean vehicle,5359,blue,wisconsin
6100,dodge,door,2015,clean vehicle,70296,white,minnesota
20000,dodge,journey,2017,clean vehicle,11346,green,wisconsin
53000,dodge,challenger,2017,clean vehicle,7415,no_color,illinois
3000,dodge,door,2013,clean vehicle,107593,orange,minnesota
18200,dodge,door,2016,clean vehicle,50639,black,new jersey
21800,dodge,challenger,2019,clean vehicle,6530,gray,arizona
52000,dodge,charger,2016,clean vehicle,17432,blue,illinois
19000,dodge,charger,2019,clean vehicle,19636,black,arizona
25000,dodge,challenger,2016,clean vehicle,41748,no_color,illinois
36000,dodge,challenger,2016,clean vehicle,13162,red,illinois
17000,dodge,caravan,2019,clean vehicle,32937,white,georgia
25300,dodge,door,2015,clean vehicle,23095,red,wisconsin
14900,dodge,journey,2017,clean vehicle,34432,gray,wisconsin
15000,dodge,caravan,2017,clean vehicle,48162,no_color,wisconsin
12995,dodge,doors,2014,clean vehicle,68310,gray,massachusetts
17750,dodge,doors,2014,clean vehicle,48000,black,massachusetts
10295,dodge,doors,2014,clean vehicle,105962,black,pennsylvania
16995,dodge,doors,2014,clean vehicle,96575,gray,connecticut
25000,dodge,doors,2014,clean vehicle,13239,toreador red,new york
23995,dodge,doors,2014,clean vehicle,24934,bright white clearcoat,rhode island
14900,dodge,doors,2014,clean vehicle,46859,billet silver metallic clearcoat,new jersey
15810,dodge,doors,2014,clean vehicle,44468,black clearcoat,new york
20227,dodge,doors,2014,clean vehicle,62230,jazz blue pearlcoat,new york
20999,dodge,doors,2014,clean vehicle,37082,silver,new york
22499,dodge,doors,2014,clean vehicle,23964,bright white clearcoat,new jersey
23495,dodge,doors,2014,clean vehicle,11204,black clearcoat,new york
25250,dodge,doors,2014,clean vehicle,7608,billet silver metallic clearcoat,new york
15322,dodge,doors,2014,clean vehicle,49982,billet silver metallic clearcoat,new jersey
21232,dodge,charger,2019,clean vehicle,4950,gray,texas
5800,dodge,journey,2013,clean vehicle,111628,white,wisconsin
29000,dodge,door,2012,clean vehicle,15927,black,illinois
17000,dodge,caravan,2018,clean vehicle,36299,gray,new jersey
13800,dodge,journey,2018,clean vehicle,28469,red,florida
30000,dodge,durango,2019,clean vehicle,29086,gray,missouri
14800,dodge,caravan,2017,clean vehicle,35991,gray,florida
8500,dodge,journey,2017,clean vehicle,62224,black,missouri
9800,dodge,door,2013,clean vehicle,86500,white,missouri
4200,dodge,door,2014,clean vehicle,144725,gray,nevada
2500,dodge,van,2013,salvage insurance,163260,red,tennessee
28700,dodge,charger,2018,clean vehicle,19636,blue,california
18500,dodge,challenger,2018,clean vehicle,34272,gray,california
17300,dodge,challenger,2018,clean vehicle,42909,no_color,california
7100,dodge,door,2016,clean vehicle,55749,gray,louisiana
3250,dodge,door,2015,salvage insurance,89142,white,minnesota
30700,dodge,durango,2017,clean vehicle,20328,no_color,california
3000,dodge,door,2012,clean vehicle,149332,gray,missouri
26500,dodge,durango,2019,clean vehicle,28551,gray,california
20800,dodge,charger,2019,clean vehicle,35098,gray,california
20800,dodge,charger,2019,clean vehicle,35365,gray,california
5100,dodge,door,2015,clean vehicle,88398,white,california
18900,dodge,challenger,2019,clean vehicle,27957,black,california
24000,dodge,durango,2019,clean vehicle,30161,silver,california
38800,dodge,challenger,2015,clean vehicle,26292,white,california
24500,dodge,durango,2019,clean vehicle,25780,white,california
24500,dodge,durango,2019,clean vehicle,25032,black,california
6500,dodge,door,2016,clean vehicle,72248,blue,new jersey
24000,dodge,durango,2019,clean vehicle,30630,gray,california
18000,dodge,door,2014,clean vehicle,86125,no_color,california
24000,dodge,durango,2019,clean vehicle,30408,white,california
23500,dodge,durango,2019,clean vehicle,35443,silver,california
4500,dodge,van,2014,clean vehicle,95377,white,california
25900,dodge,durango,2019,clean vehicle,32724,silver,california
13900,dodge,caravan,2019,clean vehicle,45089,gray,california
14200,dodge,journey,2019,clean vehicle,35948,silver,california
15400,dodge,caravan,2019,clean vehicle,41601,blue,california
17500,dodge,challenger,2019,clean vehicle,26370,gray,texas
17500,dodge,caravan,2019,clean vehicle,18271,white,texas
